title,description,text,category,priority
Bad smell from bins,Bad smell from waste bins near Ward 2 affecting residents,bad smell from bins. bad smell from waste bins near ward to affecting residents,Sanitation,Medium
Major leakage flooding,Major leakage flooding road near Main Road blocking traffic,major leakage flooding. major leakage flooding road near main road blocking traffic,Water,High
Water pressure fluctuates,Water pressure fluctuates slightly near Ward 1,water pressure fluctuates. water pressure fluctuates slightly near ward 1,Water,Low
Broken dustbin lid,Dustbin lid broken near Ward 2 needs repair,broken dustbin lid. dustbin lid broken near ward to needs repair,Sanitation,Low
Sewage entering houses,Sewage water entering houses near Ward 3 causing property damage,sewage entering houses. sewage water entering houses near ward 3 causing property damage,Sanitation,High
Damaged speed breaker,Speed breaker damaged near Main Road needs repair,damaged speed breaker. speed breaker damaged near main road needs repair,Roads,Medium
Electric box rusted,Electric box rusted near Ward 1 needs maintenance,electric box rusted. electric box rusted near ward 1 needs maintenance,Electricity,Low
Bent road sign,Road sign slightly bent near Bus Stand needs straightening,bent road sign. road sign slightly bent near bus stand needs straightening,Roads,Low
Water overflow from tank,Water overflow from tank near Near School wasting water,wter ovrflw frm tank. water overflw from tank nar nar school wasting watr,Water,Medium
Occasional bad smell,Occasional bad smell near Bus Stand from waste,occasional bad smell. occasional bad smell near bus stand from waste,Sanitation,Low
Street light not working,Street light not working near Ward 1 - this is about electricity not water supply,street light not working. street light not working near ward 1 - this is about electricity not water supply,Electricity,Low
Water pipeline burst,Water pipeline burst near Near School flooding the area,water pipeline burst. water pipeline burst near near school flooding the area,Water,High
Water pipeline burst,Water pipeline burst near Market Area flooding the area,water pipeline burst. water pipeline burst near market area flooding the area,Water,High
Garbage not collected,Garbage not collected for many days near Bus Stand causing health hazard,garbage not collected. garbage not collected for many days near bus stand causing health hazard,Sanitation,High
Waste collection delayed,Waste collection delayed by one day near Sector 5,waste collection delayed. waste collection delayed by one day near sector 5,Sanitation,Low
Bad smell from bins,Bad smell from waste bins near Sector 7 affecting residents,bad smell from bins. bad smell from waste bins near sector 7 affecting residents,Sanitation,Medium
Dirty public toilet,Public toilet dirty near Near Hospital requires cleaning,dirty public toilet. public toilet dirty near near hospital requires cleaning,Sanitation,Medium
Major leakage flooding,Major leakage flooding road near Sector 5 blocking traffic,major leakage flooding. major leakage flooding road near sector 5 blocking traffic,Water,High
Overflowing dustbin,Overflowing dustbin near Main Road needs attention,overflowing dustbin. overflowing dustbin near main road needs attention,Sanitation,Medium
Irregular garbage collection,Garbage collection irregular near Market Area causing inconvenience,irregular garbage collection. garbage collection irregular near market area causing inconvenience,Sanitation,Medium
Small crack on road,Small crack on road near Ward 1 needs repair,small crack on road. small crack on road near ward 1 needs repair,Roads,Low
Bad smell from bins,Bad smell from waste bins near Main Road affecting residents,bad smell from bins. bad smell from waste bins near main road affecting residents,Sanitation,Medium
Transformer blast,Transformer blast reported near Market Area causing power failure,transformer blast. transformer blast reported near market area causing power failure,Electricity,High
Dirty public toilet,Public toilet dirty near Sector 7 requires cleaning,dirty public toilet. public toilet dirty near sector 7 requires cleaning,Sanitation,Medium
Low voltage issue,Low voltage issue near Ward 1 affecting electrical appliances,low voltage issue. low voltage issue near ward 1 affecting electrical appliances,Electricity,Medium
High voltage fluctuation,High voltage fluctuation damaging appliances near Market Area,high voltage fluctuation. high voltage fluctuation damaging appliances near market area,Electricity,High
Street light covered,Street light covered by tree branches near Ward 3,street light covered. street light covered by tree branches near ward 3,Electricity,Low
Live wire exposed,Live electric wire exposed near Sector 7 causing extreme danger,live wire exposed. live electric wire exposed near sector 7 causing extreme danger,Electricity,High
Street light not working,Street light not working near Ward 1 - this is about electricity not water supply,street light not working. street light not working near ward 1 - this is about electricity not water supply,Electricity,Low
Broken dustbin lid,Dustbin lid broken near Ward 2 needs repair,broken dustbin lid. dustbin lid broken near ward to needs repair,Sanitation,Low
Dirty drinking water,Dirty drinking water supplied near Ward 1 causing health risk,dirty drinking wter. dirty drinking water suppld nar wrd 1 cusng health rsk,Water,High
Water leakage,Water leakage near Ward 2 wasting water,water leakage. water leakage near ward to wasting water,Water,Medium
Broken dustbin lid,Dustbin lid broken near Ward 2 needs repair,broken dustbin lid. dustbin lid broken near ward to needs repair,Sanitation,Low
Dust on roadside,Dust on roadside near Main Road needs cleaning,dust on roadside. dust on roadside near main road needs cleaning,Roads,Low
Dirty public toilet,Public toilet dirty near Ward 1 requires cleaning,dirty public toilet. public toilet dirty near ward 1 requires cleaning,Sanitation,Medium
Street light blinking,Street light blinking near Ward 2 needs repair,street light blinking. street light blinking near ward to needs repair,Electricity,Medium
